년월,시도,시군구,충전요금,고객호수,판매량,판매수입
2025-04,서울특별시,성동구,자가용,115,322138,42665121
2025-04,서울특별시,성동구,사업자용,671,886172,150702660
2025-04,서울특별시,성북구,자가용,256,691270,86419861
2025-04,서울특별시,성북구,사업자용,684,769475,117121810
2025-04,서울특별시,송파구,자가용,305,476170,66725902
2025-04,서울특별시,송파구,사업자용,810,2030335,287495011
2025-04,서울특별시,양천구,자가용,148,846977,104474172
2025-04,서울특별시,양천구,사업자용,497,846316,130880440
2025-04,서울특별시,용산구,자가용,159,201198,30488151
2025-04,서울특별시,용산구,사업자용,384,582667,92800875
2025-04,서울특별시,은평구,자가용,246,979526,122767157
2025-04,서울특별시,은평구,사업자용,620,900448,130086470
2025-04,서울특별시,종로구,자가용,273,154957,27908399
2025-04,서울특별시,종로구,사업자용,306,375776,66406416
2025-04,서울특별시,중랑구,자가용,227,1364612,162936504
2025-04,서울특별시,중랑구,사업자용,524,779869,118169072
2025-04,서울특별시,동대문구,자가용,125,96648,13424586
2025-04,서울특별시,동대문구,사업자용,484,553872,87869674
2025-04,서울특별시,서대문구,자가용,184,498404,63835621
2025-04,서울특별시,서대문구,사업자용,522,528218,47466970
2025-04,서울특별시,영등포구,자가용,121,309462,42670646
2025-04,서울특별시,영등포구,사업자용,797,1133417,186165990
2025-04,울산광역시,남구,자가용,243,133582,23478652
2025-04,울산광역시,남구,사업자용,658,827739,136762229
2025-04,울산광역시,동구,자가용,73,51779,8816531
2025-04,울산광역시,동구,사업자용,256,212747,39716223
2025-04,울산광역시,북구,자가용,165,132847,19892892
2025-04,울산광역시,북구,사업자용,551,768804,129300450
2025-04,울산광역시,중구,자가용,196,135175,21662930
2025-04,울산광역시,중구,사업자용,378,359103,62245182
2025-04,울산광역시,울주군,자가용,484,279344,44867042
2025-04,울산광역시,울주군,사업자용,540,1146483,174765527
2025-04,인천광역시,동구,자가용,24,87535,12222980
2025-04,인천광역시,동구,사업자용,133,161661,27849736
2025-04,인천광역시,서구,자가용,355,1369962,179447965
2025-04,인천광역시,서구,사업자용,1584,2768469,396447301
2025-04,인천광역시,중구,자가용,244,823594,105018473
2025-04,인천광역시,중구,사업자용,457,1009193,153105282
2025-04,인천광역시,강화군,자가용,602,270757,41290449
2025-04,인천광역시,강화군,사업자용,152,597018,88427421
2025-04,인천광역시,계양구,자가용,84,137296,18034778
2025-04,인천광역시,계양구,사업자용,453,715450,113740798
2025-04,인천광역시,남동구,자가용,200,249955,36741587
2025-04,인천광역시,남동구,사업자용,1004,1531064,233515044
2025-04,인천광역시,부평구,자가용,126,283576,37634859
2025-04,인천광역시,부평구,사업자용,744,1105623,163551134
2025-04,인천광역시,연수구,자가용,105,925064,113134837
2025-04,인천광역시,연수구,사업자용,1149,2257921,319682520
2025-04,인천광역시,옹진군,자가용,33,6315,1273825
2025-04,인천광역시,옹진군,사업자용,35,12337,6366204
2025-04,인천광역시,미추홀구,자가용,149,179197,24802560
2025-04,인천광역시,미추홀구,사업자용,554,861601,135711971
2025-04,강원특별자치도,강릉시,자가용,737,538903,76041236
2025-04,강원특별자치도,강릉시,사업자용,579,1044476,187349336
2025-04,강원특별자치도,고성군,자가용,126,48426,7633221
2025-04,강원특별자치도,고성군,사업자용,110,120111,29631938
2025-04,강원특별자치도,동해시,자가용,180,88901,13994299
2025-04,강원특별자치도,동해시,사업자용,246,264123,52347158
2025-04,강원특별자치도,삼척시,자가용,218,107469,16977155
2025-04,강원특별자치도,삼척시,사업자용,193,209512,54322913
2025-04,강원특별자치도,속초시,자가용,139,74573,10431334
2025-04,강원특별자치도,속초시,사업자용,327,430174,75927518
2025-04,강원특별자치도,양구군,자가용,71,35057,5234724
2025-04,강원특별자치도,양구군,사업자용,63,63298,16675703
2025-04,강원특별자치도,양양군,자가용,138,47402,7915188
2025-04,강원특별자치도,양양군,사업자용,99,173880,39943373
2025-04,강원특별자치도,영월군,자가용,144,66366,9835773
2025-04,강원특별자치도,영월군,사업자용,99,100412,25518189
2025-04,강원특별자치도,원주시,자가용,568,313742,50255874
2025-04,강원특별자치도,원주시,사업자용,1114,2087598,325731721
2025-04,강원특별자치도,인제군,자가용,92,48124,8696163
2025-04,강원특별자치도,인제군,사업자용,122,209760,42446068
2025-04,강원특별자치도,정선군,자가용,86,103569,17593593
2025-04,강원특별자치도,정선군,사업자용,133,179564,39366950
2025-04,강원특별자치도,철원군,자가용,139,64086,9945042
2025-04,강원특별자치도,철원군,사업자용,99,74732,27793075
2025-04,강원특별자치도,춘천시,자가용,752,413768,64079927
2025-04,강원특별자치도,춘천시,사업자용,817,1697988,255240185
2025-04,강원특별자치도,태백시,자가용,68,51896,9048232
2025-04,강원특별자치도,태백시,사업자용,98,141275,27735691
2025-04,강원특별자치도,평창군,자가용,205,110037,17545771
2025-04,강원특별자치도,평창군,사업자용,177,227735,49191180
2025-04,강원특별자치도,홍천군,자가용,236,133251,19531412
2025-04,강원특별자치도,홍천군,사업자용,182,309183,63567069
2025-04,강원특별자치도,화천군,자가용,56,30041,5375783
2025-04,강원특별자치도,화천군,사업자용,65,63281,12978691
2025-04,강원특별자치도,횡성군,자가용,225,149256,21584007
2025-04,강원특별자치도,횡성군,사업자용,141,228542,45536677
2025-04,세종특별자치시,,자가용,441,765068,105172117
2025-04,세종특별자치시,,사업자용,1409,3050560,429488703
2025-04,전북특별자치도,고창군,자가용,225,111210,17148867
2025-04,전북특별자치도,고창군,사업자용,136,242275,54819261
2025-04,전북특별자치도,군산시,자가용,473,552311,74600256
2025-04,전북특별자치도,군산시,사업자용,831,1690444,278051924
2025-04,전북특별자치도,김제시,자가용,384,179126,30594252
2025-04,전북특별자치도,김제시,사업자용,186,184292,46316128
2025-04,전북특별자치도,남원시,자가용,311,187245,29595560
2025-04,전북특별자치도,남원시,사업자용,219,334098,74117237
2025-04,전북특별자치도,무주군,자가용,116,55804,11767821
2025-04,전북특별자치도,무주군,사업자용,92,105368,27653513
2025-04,전북특별자치도,부안군,자가용,159,65857,10361860
2025-04,전북특별자치도,부안군,사업자용,154,196621,53323508
2025-04,전북특별자치도,순창군,자가용,129,58622,10308013
2025-04,전북특별자치도,순창군,사업자용,66,107438,23397826
2025-04,전북특별자치도,완주군,자가용,412,200569,30089309
2025-04,전북특별자치도,완주군,사업자용,317,452650,83486936
2025-04,전북특별자치도,익산시,자가용,642,322888,52404219
2025-04,전북특별자치도,익산시,사업자용,655,1084449,172551937
2025-04,전북특별자치도,임실군,자가용,105,53933,9812628
2025-04,전북특별자치도,임실군,사업자용,76,201435,43390061
2025-04,전북특별자치도,장수군,자가용,114,58181,9187432
2025-04,전북특별자치도,장수군,사업자용,49,80315,22810047
2025-04,전북특별자치도,정읍시,자가용,472,213629,34464065
2025-04,전북특별자치도,정읍시,사업자용,326,383414,86990688
2025-04,전북특별자치도,진안군,자가용,113,51167,8947204
2025-04,전북특별자치도,진안군,사업자용,76,100625,31153886
2025-04,전북특별자치도,전주시 덕진구,자가용,471,537858,78537664
2025-04,전북특별자치도,전주시 덕진구,사업자용,897,1443223,227842974
2025-04,전북특별자치도,전주시 완산구,자가용,365,198192,30944020
2025-04,전북특별자치도,전주시 완산구,사업자용,897,1256361,198621461
2025-04,제주특별자치도,제주시,자가용,11589,5486596,834363507
2025-04,제주특별자치도,제주시,사업자용,1884,3514285,599917759
2025-04,제주특별자치도,서귀포시,자가용,5713,2190601,347680834
2025-04,제주특별자치도,서귀포시,사업자용,971,1557163,278322677
2025-05,경기도,가평군,자가용,296,144929,21314310
2025-05,경기도,가평군,사업자용,292,536679,89185607
2025-05,경기도,과천시,자가용,92,153343,23360709
2025-05,경기도,과천시,사업자용,158,480562,74068326
2025-05,경기도,광명시,자가용,82,720609,85875552
2025-05,경기도,광명시,사업자용,380,1147090,149980975
2025-05,경기도,광주시,자가용,879,577247,80092860
2025-05,경기도,광주시,사업자용,779,1700628,247975062
2025-05,경기도,구리시,자가용,117,105136,16703068
2025-05,경기도,구리시,사업자용,412,706511,106612705
2025-05,경기도,군포시,자가용,78,972907,115855542
2025-05,경기도,군포시,사업자용,457,786672,120389101
2025-05,경기도,김포시,자가용,560,769328,109440903
2025-05,경기도,김포시,사업자용,1420,3300552,463778613
2025-05,경기도,시흥시,자가용,179,125876,20243981
2025-05,경기도,시흥시,사업자용,1414,2665431,380866772
2025-05,경기도,안성시,자가용,404,254144,40472490
2025-05,경기도,안성시,사업자용,511,1283182,194586400
2025-05,경기도,양주시,자가용,377,546280,72667735
2025-05,경기도,양주시,사업자용,954,1841858,265393377
2025-05,경기도,양평군,자가용,1088,586231,84900124
2025-05,경기도,양평군,사업자용,220,472231,79448270
2025-05,경기도,여주시,자가용,550,273916,42515652
2025-05,경기도,여주시,사업자용,287,749849,121325308
2025-05,경기도,연천군,자가용,159,68131,10067374
2025-05,경기도,연천군,사업자용,103,213984,40789544
2025-05,경기도,오산시,자가용,127,125404,19850644
2025-05,경기도,오산시,사업자용,592,1193838,168222453
2025-05,경기도,의왕시,자가용,115,215826,34953316
2025-05,경기도,의왕시,사업자용,425,739389,113228634
2025-05,경기도,이천시,자가용,523,264093,42272358
2025-05,경기도,이천시,사업자용,539,1118896,175700282
2025-05,경기도,파주시,자가용,785,844627,116858784
2025-05,경기도,파주시,사업자용,1328,3573295,489762118
2025-05,경기도,평택시,자가용,630,1137879,161351657
2025-05,경기도,평택시,사업자용,1452,2989329,430144779
2025-05,경기도,포천시,자가용,448,547216,68821424
2025-05,경기도,포천시,사업자용,355,785869,127054983
2025-05,경기도,하남시,자가용,259,399683,57608290
2025-05,경기도,하남시,사업자용,810,2026227,279873358
2025-05,경기도,화성시,자가용,858,987490,148348207
2025-05,경기도,화성시,사업자용,2741,5895876,826863202
2025-05,경기도,남양주시,자가용,734,541600,78273154
2025-05,경기도,남양주시,사업자용,1847,3774908,525443357
2025-05,경기도,동두천시,자가용,117,101129,13927564
2025-05,경기도,동두천시,사업자용,190,246698,45311845
2025-05,경기도,의정부시,자가용,194,334867,46313234
2025-05,경기도,의정부시,사업자용,980,1779649,258727264
2025-05,경기도,고양시 덕양구,자가용,319,359127,53072247
2025-05,경기도,고양시 덕양구,사업자용,751,2035642,289969187
2025-05,경기도,부천시 소사구,자가용,98,378058,47386722
2025-05,경기도,부천시 소사구,사업자용,331,758869,105638631
2025-05,경기도,부천시 오정구,자가용,99,779901,95613789
2025-05,경기도,부천시 오정구,사업자용,122,1680868,201541544
2025-05,경기도,부천시 원미구,자가용,154,372922,49608745
2025-05,경기도,부천시 원미구,사업자용,712,1048819,157159393
2025-05,경기도,성남시 분당구,자가용,431,815202,105817242
2025-05,경기도,성남시 분당구,사업자용,1485,2975879,422243219
2025-05,경기도,성남시 수정구,자가용,196,629787,85110908
2025-05,경기도,성남시 수정구,사업자용,445,751924,111177491
2025-05,경기도,성남시 중원구,자가용,108,794367,92026284
2025-05,경기도,성남시 중원구,사업자용,405,1203059,164559074
2025-05,경기도,수원시 권선구,자가용,161,223398,32198904
2025-05,경기도,수원시 권선구,사업자용,778,2645088,342924500
2025-05,경기도,수원시 영통구,자가용,123,181067,28280984
2025-05,경기도,수원시 영통구,사업자용,1013,2764857,359845700
2025-05,경기도,수원시 장안구,자가용,76,104800,15938697
2025-05,경기도,수원시 장안구,사업자용,460,1101405,153296913
2025-05,경기도,수원시 팔달구,자가용,74,64229,11602791
2025-05,경기도,수원시 팔달구,사업자용,378,648786,101689072
2025-05,경기도,안산시 단원구,자가용,231,83419,17633124
2025-05,경기도,안산시 단원구,사업자용,818,1112381,198709626
2025-05,경기도,안산시 상록구,자가용,177,95771,15836071
2025-05,경기도,안산시 상록구,사업자용,377,522868,93293698
2025-05,경기도,안양시 동안구,자가용,75,325793,41196906
2025-05,경기도,안양시 동안구,사업자용,641,1455197,203164131
2025-05,경기도,안양시 만안구,자가용,81,105193,15514338
2025-05,경기도,안양시 만안구,사업자용,356,1450111,185238742
2025-05,경기도,용인시 기흥구,자가용,474,244672,38650530
2025-05,경기도,용인시 기흥구,사업자용,1428,2087957,305157727
2025-05,경기도,용인시 수지구,자가용,329,125809,19818393
2025-05,경기도,용인시 수지구,사업자용,1211,1508597,217156932
2025-05,경기도,용인시 처인구,자가용,872,886681,121115849
2025-05,경기도,용인시 처인구,사업자용,557,1862357,266302907
2025-05,경기도,고양시 일산동구,자가용,292,568502,74927870
2025-05,경기도,고양시 일산동구,사업자용,796,2035105,285720150
2025-05,경기도,고양시 일산서구,자가용,137,261276,37021484
2025-05,경기도,고양시 일산서구,사업자용,679,1753184,252952154
2025-05,경상남도,거제시,자가용,304,380581,50623609
2025-05,경상남도,거제시,사업자용,754,575581,110147910
2025-05,경상남도,거창군,자가용,167,139413,19726275
2025-05,경상남도,거창군,사업자용,111,181775,36169326
2025-05,경상남도,고성군,자가용,231,136130,22022745
2025-05,경상남도,고성군,사업자용,118,131967,34555591
2025-05,경상남도,김해시,자가용,489,545409,73124574
2025-05,경상남도,김해시,사업자용,1428,2545722,371475098
2025-05,경상남도,남해군,자가용,225,106735,16639556
2025-05,경상남도,남해군,사업자용,131,99621,24670173
2025-05,경상남도,밀양시,자가용,475,323111,46450463
2025-05,경상남도,밀양시,사업자용,233,265019,56204086
2025-05,경상남도,사천시,자가용,197,181084,25402149
2025-05,경상남도,사천시,사업자용,245,402419,80060597
2025-05,경상남도,산청군,자가용,234,93107,14208280
2025-05,경상남도,산청군,사업자용,219,187648,52236657
2025-05,경상남도,양산시,자가용,359,403941,58749053
2025-05,경상남도,양산시,사업자용,910,1955424,279530932
2025-05,경상남도,의령군,자가용,79,31128,5227488
2025-05,경상남도,의령군,사업자용,84,53781,18935788
2025-05,경상남도,진주시,자가용,885,1394729,175327281
2025-05,경상남도,진주시,사업자용,819,1419842,242421824
2025-05,경상남도,창녕군,자가용,209,94253,13600003
2025-05,경상남도,창녕군,사업자용,154,221763,47189127
2025-05,경상남도,통영시,자가용,167,156540,24662193
2025-05,경상남도,통영시,사업자용,280,385472,71915526
2025-05,경상남도,하동군,자가용,185,112193,17704277
2025-05,경상남도,하동군,사업자용,182,101683,29761479
2025-05,경상남도,함안군,자가용,183,108004,15925932
2025-05,경상남도,함안군,사업자용,149,299198,58071566
2025-05,경상남도,함양군,자가용,137,80414,11917490
2025-05,경상남도,함양군,사업자용,96,152113,33019308
2025-05,경상남도,합천군,자가용,236,141915,20248350
2025-05,경상남도,합천군,사업자용,114,116011,34015708
2025-05,경상남도,창원시 성산구,자가용,252,358246,47620870
2025-05,경상남도,창원시 성산구,사업자용,641,1388766,217873890
2025-05,경상남도,창원시 의창구,자가용,438,199080,29921599
2025-05,경상남도,창원시 의창구,사업자용,516,625120,99281809
2025-05,경상남도,창원시 진해구,자가용,135,165768,23451226
2025-05,경상남도,창원시 진해구,사업자용,467,543102,87180997
2025-05,경상남도,창원시 마산합포구,자가용,215,657593,85363828
2025-05,경상남도,창원시 마산합포구,사업자용,418,1476203,198558263
2025-05,경상남도,창원시 마산회원구,자가용,176,104490,17011061
2025-05,경상남도,창원시 마산회원구,사업자용,342,438349,74037110
2025-05,경상북도,경산시,자가용,439,261097,38563281
2025-05,경상북도,경산시,사업자용,751,1230516,204284055
2025-05,경상북도,경주시,자가용,887,404738,59310556
2025-05,경상북도,경주시,사업자용,578,1319832,213706572
2025-05,경상북도,고령군,자가용,152,63516,10152816
2025-05,경상북도,고령군,사업자용,80,70615,23261103
2025-05,경상북도,구미시,자가용,504,273124,46250437
2025-05,경상북도,구미시,사업자용,1002,1483278,258512837
2025-05,경상북도,김천시,자가용,367,155299,24282005
2025-05,경상북도,김천시,사업자용,387,617515,117113021
2025-05,경상북도,문경시,자가용,200,123408,19303375
2025-05,경상북도,문경시,사업자용,114,415736,64758147
2025-05,경상북도,봉화군,자가용,84,41471,7118027
2025-05,경상북도,봉화군,사업자용,39,47719,19090211
2025-05,경상북도,상주시,자가용,385,247578,38354695
2025-05,경상북도,상주시,사업자용,185,339521,66539872
2025-05,경상북도,성주군,자가용,254,114893,18006991
2025-05,경상북도,성주군,사업자용,115,230290,47418900
2025-05,경상북도,안동시,자가용,411,323043,49052324
2025-05,경상북도,안동시,사업자용,391,674718,123123125
2025-05,경상북도,영덕군,자가용,163,92567,15972483
2025-05,경상북도,영덕군,사업자용,48,116858,27098975
2025-05,경상북도,영양군,자가용,45,28864,4623100
2025-05,경상북도,영양군,사업자용,36,30211,12183466
2025-05,경상북도,영주시,자가용,293,176390,25543618
2025-05,경상북도,영주시,사업자용,192,235069,56143491
2025-05,경상북도,영천시,자가용,283,315241,43573073
2025-05,경상북도,영천시,사업자용,254,331928,73847376
2025-05,경상북도,예천군,자가용,220,105531,15934155
2025-05,경상북도,예천군,사업자용,112,234357,36402131
2025-05,경상북도,울릉군,자가용,142,27497,5528638
2025-05,경상북도,울릉군,사업자용,14,32917,6424237
2025-05,경상북도,울진군,자가용,165,89002,13959084
2025-05,경상북도,울진군,사업자용,117,195464,44967737
2025-05,경상북도,의성군,자가용,164,79687,15451638
2025-05,경상북도,의성군,사업자용,59,83281,22440175
2025-05,경상북도,청도군,자가용,262,111954,17562374
2025-05,경상북도,청도군,사업자용,75,267813,43199070
2025-05,경상북도,청송군,자가용,113,83948,12011482
2025-05,경상북도,청송군,사업자용,71,98554,29497005
2025-05,경상북도,칠곡군,자가용,278,173145,27475561
2025-05,경상북도,칠곡군,사업자용,282,590242,98875631
2025-05,경상북도,포항시 남구,자가용,500,566692,76706626
2025-05,경상북도,포항시 남구,사업자용,681,675970,136168752
2025-05,경상북도,포항시 북구,자가용,548,644387,90805602
2025-05,경상북도,포항시 북구,사업자용,811,1102362,188014789
2025-05,전라남도,강진군,자가용,118,44367,6826493
2025-05,전라남도,강진군,사업자용,73,76244,22395228
2025-05,전라남도,고흥군,자가용,228,73726,12949312
2025-05,전라남도,고흥군,사업자용,105,123107,27070399
2025-05,전라남도,곡성군,자가용,143,83562,13041486
2025-05,전라남도,곡성군,사업자용,63,113776,24084297
2025-05,전라남도,광양시,자가용,490,548787,73579917
2025-05,전라남도,광양시,사업자용,492,648519,119376251
2025-05,전라남도,구례군,자가용,128,41596,6476887
2025-05,전라남도,구례군,사업자용,99,71814,27905332
2025-05,전라남도,나주시,자가용,515,273691,45746870
2025-05,전라남도,나주시,사업자용,435,668549,114183793
2025-05,전라남도,담양군,자가용,342,148063,23539733
2025-05,전라남도,담양군,사업자용,145,99098,27628778
2025-05,전라남도,목포시,자가용,263,231368,36369977
2025-05,전라남도,목포시,사업자용,513,594911,105084302
2025-05,전라남도,무안군,자가용,214,124822,19606799
2025-05,전라남도,무안군,사업자용,234,291845,57991828
2025-05,전라남도,보성군,자가용,124,111965,18008895
2025-05,전라남도,보성군,사업자용,90,117161,31693205
2025-05,전라남도,순천시,자가용,773,358843,55624021
2025-05,전라남도,순천시,사업자용,709,1138584,187003234
2025-05,전라남도,신안군,자가용,100,42578,9295602
2025-05,전라남도,신안군,사업자용,79,40535,12546777
2025-05,전라남도,여수시,자가용,665,429623,63480389
2025-05,전라남도,여수시,사업자용,688,875101,163223519
2025-05,전라남도,영광군,자가용,367,178743,28474859
2025-05,전라남도,영광군,사업자용,112,170311,33973290
2025-05,전라남도,영암군,자가용,162,50945,8920661
2025-05,전라남도,영암군,사업자용,158,156581,37446972
2025-05,전라남도,완도군,자가용,106,30299,5925235
2025-05,전라남도,완도군,사업자용,82,80621,18212139
2025-05,전라남도,장성군,자가용,222,95498,13904205
2025-05,전라남도,장성군,사업자용,95,146331,32786169
2025-05,전라남도,장흥군,자가용,119,59408,9728486
2025-05,전라남도,장흥군,사업자용,82,89778,20729302
2025-05,전라남도,진도군,자가용,92,38351,5976258
2025-05,전라남도,진도군,사업자용,44,61160,12851277
2025-05,전라남도,함평군,자가용,143,55255,9105915
2025-05,전라남도,함평군,사업자용,104,163716,36074359
2025-05,전라남도,해남군,자가용,182,89390,14307087
2025-05,전라남도,해남군,사업자용,126,137205,36557425
2025-05,전라남도,화순군,자가용,200,133872,19466299
2025-05,전라남도,화순군,사업자용,172,159086,37690428
2025-05,충청남도,계룡시,자가용,62,138087,18141478
2025-05,충청남도,계룡시,사업자용,153,270358,42199431
2025-05,충청남도,공주시,자가용,414,304085,41853032
2025-05,충청남도,공주시,사업자용,306,724321,125461569
2025-05,충청남도,금산군,자가용,277,149282,23016544
2025-05,충청남도,금산군,사업자용,72,187237,32464506
2025-05,충청남도,논산시,자가용,375,244791,34548927
2025-05,충청남도,논산시,사업자용,222,378457,71349938
2025-05,충청남도,당진시,자가용,614,681430,93558291
2025-05,충청남도,당진시,사업자용,528,798897,134022643
2025-05,충청남도,보령시,자가용,292,205417,28860086
2025-05,충청남도,보령시,사업자용,239,306370,75535342
2025-05,충청남도,부여군,자가용,374,170842,24659282
2025-05,충청남도,부여군,사업자용,125,185100,41635848
2025-05,충청남도,서산시,자가용,354,244175,37970925
2025-05,충청남도,서산시,사업자용,445,764658,134577472
2025-05,충청남도,서천군,자가용,236,95114,14343614
2025-05,충청남도,서천군,사업자용,126,171225,42142618
2025-05,충청남도,아산시,자가용,682,738897,107470029
2025-05,충청남도,아산시,사업자용,1092,1375865,230686855
2025-05,충청남도,예산군,자가용,370,164424,24912686
2025-05,충청남도,예산군,사업자용,217,429535,83484341
2025-05,충청남도,청양군,자가용,125,55114,8303072
2025-05,충청남도,청양군,사업자용,56,53212,13803196
2025-05,충청남도,태안군,자가용,209,76266,11962717
2025-05,충청남도,태안군,사업자용,157,203964,48032382
2025-05,충청남도,홍성군,자가용,221,190760,29352189
2025-05,충청남도,홍성군,사업자용,280,376053,70659467
2025-05,충청남도,천안시 동남구,자가용,328,754530,97928254
2025-05,충청남도,천안시 동남구,사업자용,684,977251,172429637
2025-05,충청남도,천안시 서북구,자가용,289,485146,71605032
2025-05,충청남도,천안시 서북구,사업자용,999,1529947,235486348
