년월,시도,시군구,충전요금,고객호수,판매량,판매수입
2025-06,경상남도,창원시 의창구,사업자용,520,648497,110813109
2025-06,경상남도,창원시 진해구,자가용,140,176443,30477206
2025-06,경상남도,창원시 진해구,사업자용,464,580183,102429825
2025-06,경상남도,창원시 마산합포구,자가용,217,662593,108401643
2025-06,경상남도,창원시 마산합포구,사업자용,421,1598655,253615896
2025-06,경상남도,창원시 마산회원구,자가용,177,104182,18439354
2025-06,경상남도,창원시 마산회원구,사업자용,343,463621,83678453
2025-06,경상북도,경산시,자가용,440,253059,44221416
2025-06,경상북도,경산시,사업자용,744,1339051,229572300
2025-06,경상북도,경주시,자가용,896,416218,65842988
2025-06,경상북도,경주시,사업자용,573,1309211,238464674
2025-06,경상북도,고령군,자가용,156,67234,11511821
2025-06,경상북도,고령군,사업자용,80,74785,25078325
2025-06,경상북도,구미시,자가용,510,287467,51092466
2025-06,경상북도,구미시,사업자용,1001,1560432,287233828
2025-06,경상북도,김천시,자가용,372,163964,27557643
2025-06,경상북도,김천시,사업자용,387,628296,128305116
2025-06,경상북도,문경시,자가용,202,130114,22390472
2025-06,경상북도,문경시,사업자용,113,420831,70760538
2025-06,경상북도,봉화군,자가용,88,43672,8171570
2025-06,경상북도,봉화군,사업자용,38,48867,20253658
2025-06,경상북도,상주시,자가용,388,255491,44509959
2025-06,경상북도,상주시,사업자용,185,335456,74353552
2025-06,경상북도,성주군,자가용,269,121797,20422101
2025-06,경상북도,성주군,사업자용,114,229931,52424058
2025-06,경상북도,안동시,자가용,418,339680,55435559
2025-06,경상북도,안동시,사업자용,394,700212,137737371
2025-06,경상북도,영덕군,자가용,163,98752,18107712
2025-06,경상북도,영덕군,사업자용,48,111616,30364748
2025-06,경상북도,영양군,자가용,44,28095,4979273
2025-06,경상북도,영양군,사업자용,36,31026,12581198
2025-06,경상북도,영주시,자가용,297,170195,27032842
2025-06,경상북도,영주시,사업자용,196,251154,63302111
2025-06,경상북도,영천시,자가용,288,399941,63368113
2025-06,경상북도,영천시,사업자용,254,354548,83391311
2025-06,경상북도,예천군,자가용,220,108689,17950359
2025-06,경상북도,예천군,사업자용,112,238666,41193438
2025-06,경상북도,울릉군,자가용,142,26069,6121219
2025-06,경상북도,울릉군,사업자용,14,34540,7617851
2025-06,경상북도,울진군,자가용,171,90281,16523412
2025-06,경상북도,울진군,사업자용,117,189618,49059017
2025-06,경상북도,의성군,자가용,167,80064,16722259
2025-06,경상북도,의성군,사업자용,59,88504,24169907
2025-06,경상북도,청도군,자가용,267,116188,19583383
2025-06,경상북도,청도군,사업자용,75,281687,48692113
2025-06,경상북도,청송군,자가용,115,90007,15293804
2025-06,경상북도,청송군,사업자용,71,108844,33026783
2025-06,경상북도,칠곡군,자가용,282,182582,30584403
2025-06,경상북도,칠곡군,사업자용,281,610004,111117390
2025-06,경상북도,포항시 남구,자가용,502,591106,97078196
2025-06,경상북도,포항시 남구,사업자용,693,693715,149252076
2025-06,경상북도,포항시 북구,자가용,568,677419,111622752
2025-06,경상북도,포항시 북구,사업자용,803,1121573,207357567
2025-06,전라남도,강진군,자가용,117,45656,7659848
2025-06,전라남도,강진군,사업자용,73,70512,23582584
2025-06,전라남도,고흥군,자가용,238,81582,15245873
2025-06,전라남도,고흥군,사업자용,105,133770,30330671
2025-06,전라남도,곡성군,자가용,152,87556,14295736
2025-06,전라남도,곡성군,사업자용,65,118163,26946996
2025-06,전라남도,광양시,자가용,492,582459,89283418
2025-06,전라남도,광양시,사업자용,498,655888,130978171
2025-06,전라남도,구례군,자가용,133,43545,7180396
2025-06,전라남도,구례군,사업자용,99,67024,29031311
2025-06,전라남도,나주시,자가용,520,289216,51532637
2025-06,전라남도,나주시,사업자용,434,676095,126857975
2025-06,전라남도,담양군,자가용,358,148099,25304738
2025-06,전라남도,담양군,사업자용,145,103713,29767667
2025-06,전라남도,목포시,자가용,267,272324,48889995
2025-06,전라남도,목포시,사업자용,520,591447,111469878
2025-06,전라남도,무안군,자가용,217,135218,22577663
2025-06,전라남도,무안군,사업자용,237,297895,64126279
2025-06,전라남도,보성군,자가용,131,117868,20696107
2025-06,전라남도,보성군,사업자용,90,108974,32760982
2025-06,전라남도,순천시,자가용,776,375116,63231559
2025-06,전라남도,순천시,사업자용,708,1204030,208203656
2025-06,전라남도,신안군,자가용,101,43479,9892976
2025-06,전라남도,신안군,사업자용,79,40139,13060839
2025-06,전라남도,여수시,자가용,672,459523,72848475
2025-06,전라남도,여수시,사업자용,686,871698,177533072
2025-06,전라남도,영광군,자가용,370,180001,31531129
2025-06,전라남도,영광군,사업자용,112,176679,38103007
2025-06,전라남도,영암군,자가용,163,49907,9448665
2025-06,전라남도,영암군,사업자용,158,152888,39718626
2025-06,전라남도,완도군,자가용,107,31323,6726036
2025-06,전라남도,완도군,사업자용,81,75928,23357931
2025-06,전라남도,장성군,자가용,237,104194,16332350
2025-06,전라남도,장성군,사업자용,95,141786,35237960
2025-06,전라남도,장흥군,자가용,122,59536,10597170
2025-06,전라남도,장흥군,사업자용,83,86044,22611629
2025-06,전라남도,진도군,자가용,100,38208,6476658
2025-06,전라남도,진도군,사업자용,48,56980,15401871
2025-06,전라남도,함평군,자가용,143,56435,10233318
2025-06,전라남도,함평군,사업자용,104,160729,38112939
2025-06,전라남도,해남군,자가용,197,92636,16893589
2025-06,전라남도,해남군,사업자용,125,130336,38508389
2025-06,전라남도,화순군,자가용,204,137962,20871881
2025-06,전라남도,화순군,사업자용,168,157589,40093972
2025-06,충청남도,계룡시,자가용,53,139675,19217751
2025-06,충청남도,계룡시,사업자용,153,286905,48315638
2025-06,충청남도,공주시,자가용,419,313794,48961777
2025-06,충청남도,공주시,사업자용,303,708459,137367253
2025-06,충청남도,금산군,자가용,283,152749,26566447
2025-06,충청남도,금산군,사업자용,72,180460,35144985
2025-06,충청남도,논산시,자가용,378,258391,44407043
2025-06,충청남도,논산시,사업자용,223,360210,75380235
2025-06,충청남도,당진시,자가용,615,703006,123883581
2025-06,충청남도,당진시,사업자용,531,808053,147980595
2025-06,충청남도,보령시,자가용,294,211077,32488318
2025-06,충청남도,보령시,사업자용,239,311984,82696838
2025-06,충청남도,부여군,자가용,378,179401,28485315
2025-06,충청남도,부여군,사업자용,123,193238,45398627
2025-06,충청남도,서산시,자가용,355,254758,43342361
2025-06,충청남도,서산시,사업자용,447,762852,142591427
2025-06,충청남도,서천군,자가용,239,95106,18070626
2025-06,충청남도,서천군,사업자용,126,172242,46261996
2025-06,충청남도,아산시,자가용,688,764651,130484792
2025-06,충청남도,아산시,사업자용,1100,1428872,254879824
2025-06,충청남도,예산군,자가용,375,165801,27512017
2025-06,충청남도,예산군,사업자용,222,427086,93029204
2025-06,충청남도,청양군,자가용,128,54412,8973331
2025-06,충청남도,청양군,사업자용,56,55255,15677133
2025-06,충청남도,태안군,자가용,213,73888,19839835
2025-06,충청남도,태안군,사업자용,156,223761,53301259
2025-06,충청남도,홍성군,자가용,225,208842,32827377
2025-06,충청남도,홍성군,사업자용,301,386030,76562303
2025-06,충청남도,천안시 동남구,자가용,332,740452,118983836
2025-06,충청남도,천안시 동남구,사업자용,684,1065014,199106112
2025-06,충청남도,천안시 서북구,자가용,296,527274,87815430
2025-06,충청남도,천안시 서북구,사업자용,1003,1600322,259940746
2025-06,충청북도,괴산군,자가용,205,81274,13315233
2025-06,충청북도,괴산군,사업자용,90,256106,53363270
2025-06,충청북도,단양군,자가용,174,79339,12154685
2025-06,충청북도,단양군,사업자용,75,171368,38672960
2025-06,충청북도,보은군,자가용,216,85198,13839831
2025-06,충청북도,보은군,사업자용,75,167121,35745240
2025-06,충청북도,영동군,자가용,265,102927,16757633
2025-06,충청북도,영동군,사업자용,91,116651,40528536
2025-06,충청북도,옥천군,자가용,270,117569,19667190
2025-06,충청북도,옥천군,사업자용,110,192263,42763029
2025-06,충청북도,음성군,자가용,279,152690,25471264
2025-06,충청북도,음성군,사업자용,262,473315,101915494
2025-06,충청북도,제천시,자가용,523,233965,38630309
2025-06,충청북도,제천시,사업자용,346,570744,113598775
2025-06,충청북도,증평군,자가용,68,35070,5610890
2025-06,충청북도,증평군,사업자용,93,117131,23627872
2025-06,충청북도,진천군,자가용,259,112929,19653949
2025-06,충청북도,진천군,사업자용,317,428814,84121267
2025-06,충청북도,충주시,자가용,656,423135,66846418
2025-06,충청북도,충주시,사업자용,612,1197832,219479003
2025-06,충청북도,청주시 상당구,자가용,390,543683,73824963
2025-06,충청북도,청주시 상당구,사업자용,479,1018969,153488987
2025-06,충청북도,청주시 서원구,자가용,322,519947,79422012
2025-06,충청북도,청주시 서원구,사업자용,507,819224,136106382
2025-06,충청북도,청주시 청원구,자가용,372,289017,42009578
2025-06,충청북도,청주시 청원구,사업자용,574,1019732,171309858
2025-06,충청북도,청주시 흥덕구,자가용,429,616614,97453435
2025-06,충청북도,청주시 흥덕구,사업자용,744,1585043,257279243
2025-06,광주광역시,남구,자가용,189,87050,16950742
2025-06,광주광역시,남구,사업자용,557,673239,107683665
2025-06,광주광역시,동구,자가용,114,129233,12072777
2025-06,광주광역시,동구,사업자용,318,424498,74468050
2025-06,광주광역시,북구,자가용,404,323934,51841087
2025-06,광주광역시,북구,사업자용,1020,1524025,264771996
2025-06,광주광역시,서구,자가용,280,311405,47849830
2025-06,광주광역시,서구,사업자용,819,1106506,192135800
2025-06,광주광역시,광산구,자가용,500,234171,42205835
2025-06,광주광역시,광산구,사업자용,1135,1552629,260066418
2025-06,대구광역시,남구,자가용,239,127427,20389534
2025-06,대구광역시,남구,사업자용,168,240822,42534067
2025-06,대구광역시,동구,자가용,502,537913,86535369
2025-06,대구광역시,동구,사업자용,819,1342422,235519175
2025-06,대구광역시,북구,자가용,423,415620,65036026
2025-06,대구광역시,북구,사업자용,1065,1799404,303484376
2025-06,대구광역시,서구,자가용,252,212368,33496777
2025-06,대구광역시,서구,사업자용,199,246373,44130818
2025-06,대구광역시,중구,자가용,103,130243,19109332
2025-06,대구광역시,중구,사업자용,204,283019,47859441
2025-06,대구광역시,군위군,자가용,126,63932,10617003
2025-06,대구광역시,군위군,사업자용,69,303178,57261153
2025-06,대구광역시,달서구,자가용,493,438359,71962519
2025-06,대구광역시,달서구,사업자용,1135,2049832,332579755
2025-06,대구광역시,달성군,자가용,463,372678,58870257
2025-06,대구광역시,달성군,사업자용,762,1390642,239179642
2025-06,대구광역시,수성구,자가용,465,301523,49962301
2025-06,대구광역시,수성구,사업자용,947,1468559,235215818
2025-06,대전광역시,동구,자가용,292,283687,45042771
2025-06,대전광역시,동구,사업자용,418,696491,114871879
2025-06,대전광역시,서구,자가용,379,241059,38982563
2025-06,대전광역시,서구,사업자용,1034,1680697,269427836
2025-06,대전광역시,중구,자가용,275,324570,50093937
2025-06,대전광역시,중구,사업자용,463,677279,118071543
2025-06,대전광역시,대덕구,자가용,257,550082,81823360
2025-06,대전광역시,대덕구,사업자용,406,676704,112503163
2025-06,대전광역시,유성구,자가용,368,526791,88237839
2025-06,대전광역시,유성구,사업자용,1379,1917038,332030496
2025-06,부산광역시,남구,자가용,106,79942,15479457
2025-06,부산광역시,남구,사업자용,553,1325117,197872275
2025-06,부산광역시,동구,자가용,50,25565,5089660
2025-06,부산광역시,동구,사업자용,119,217545,35110631
2025-06,부산광역시,북구,자가용,66,33562,6081924
2025-06,부산광역시,북구,사업자용,644,857050,132361096
2025-06,부산광역시,서구,자가용,37,29982,4898722
2025-06,부산광역시,서구,사업자용,154,184557,34716303
2025-06,부산광역시,중구,자가용,22,11074,2227537
2025-06,부산광역시,중구,사업자용,45,50882,11698441
2025-06,부산광역시,강서구,자가용,220,121125,25410538
2025-06,부산광역시,강서구,사업자용,510,984839,164916755
2025-06,부산광역시,금정구,자가용,169,132608,20400041
2025-06,부산광역시,금정구,사업자용,439,994705,154212804
2025-06,부산광역시,기장군,자가용,237,780347,122074802
2025-06,부산광역시,기장군,사업자용,342,838701,158635877
2025-06,부산광역시,동래구,자가용,123,75077,11744599
2025-06,부산광역시,동래구,사업자용,491,866473,129851883
2025-06,부산광역시,사상구,자가용,97,57826,11864450
2025-06,부산광역시,사상구,사업자용,477,848578,143374421
2025-06,부산광역시,사하구,자가용,120,69202,11891131
2025-06,부산광역시,사하구,사업자용,593,722475,121309140
2025-06,부산광역시,수영구,자가용,101,271991,40720271
2025-06,부산광역시,수영구,사업자용,306,869582,123913232
2025-06,부산광역시,연제구,자가용,94,54101,10683726
2025-06,부산광역시,연제구,사업자용,462,874027,135597025
2025-06,부산광역시,영도구,자가용,49,258900,36765868
2025-06,부산광역시,영도구,사업자용,178,731008,114158504
2025-06,부산광역시,부산진구,자가용,119,346435,44444385
2025-06,부산광역시,부산진구,사업자용,651,934878,150301051
2025-06,부산광역시,해운대구,자가용,133,528305,75308681
2025-06,부산광역시,해운대구,사업자용,1129,1864089,284209199
2025-06,서울특별시,중구,자가용,93,215414,39492828
2025-06,서울특별시,중구,사업자용,421,585962,112485851
2025-06,서울특별시,강남구,자가용,395,315374,73144370
2025-06,서울특별시,강남구,사업자용,1258,1974435,332057005
2025-06,서울특별시,강동구,자가용,295,997953,154107906
2025-06,서울특별시,강동구,사업자용,631,987587,156332068
2025-06,서울특별시,강북구,자가용,195,545459,85042638
2025-06,서울특별시,강북구,사업자용,295,394293,72278812
2025-06,서울특별시,강서구,자가용,196,670631,104983120
2025-06,서울특별시,강서구,사업자용,1064,1335899,233807782
2025-06,서울특별시,관악구,자가용,203,302909,48991096
2025-06,서울특별시,관악구,사업자용,418,480567,82942675
2025-06,서울특별시,광진구,자가용,225,225467,33398819
2025-06,서울특별시,광진구,사업자용,340,454488,77984505
2025-06,서울특별시,구로구,자가용,115,446416,63400195
2025-06,서울특별시,구로구,사업자용,696,882554,157729894
2025-06,서울특별시,금천구,자가용,93,595701,91240395
2025-06,서울특별시,금천구,사업자용,434,586398,115385728
2025-06,서울특별시,노원구,자가용,96,570425,86055670
2025-06,서울특별시,노원구,사업자용,740,935666,160717623
2025-06,서울특별시,도봉구,자가용,152,1003770,149347267
2025-06,서울특별시,도봉구,사업자용,389,715668,118120764
2025-06,서울특별시,동작구,자가용,177,158900,25284076
2025-06,서울특별시,동작구,사업자용,484,545235,89191052
2025-06,서울특별시,마포구,자가용,190,413939,65684371
2025-06,서울특별시,마포구,사업자용,719,876068,159722230
2025-06,서울특별시,서초구,자가용,345,409834,63606371
2025-06,서울특별시,서초구,사업자용,987,1616113,267206184
2025-06,서울특별시,성동구,자가용,119,324209,48834446
2025-06,서울특별시,성동구,사업자용,678,874652,155429716
2025-06,서울특별시,성북구,자가용,264,736772,113851823
2025-06,서울특별시,성북구,사업자용,685,761628,123158175
2025-06,서울특별시,송파구,자가용,304,444493,68752319
2025-06,서울특별시,송파구,사업자용,817,2037115,321348089
2025-06,서울특별시,양천구,자가용,151,861255,133474600
2025-06,서울특별시,양천구,사업자용,502,812292,137566082
2025-06,서울특별시,용산구,자가용,161,219746,39941587
2025-06,서울특별시,용산구,사업자용,382,598733,105084330
2025-06,서울특별시,은평구,자가용,252,989920,152450369
2025-06,서울특별시,은평구,사업자용,627,907242,146500956
2025-06,서울특별시,종로구,자가용,279,143290,29132562
2025-06,서울특별시,종로구,사업자용,309,379412,76676225
2025-06,서울특별시,중랑구,자가용,232,1172029,149460879
2025-06,서울특별시,중랑구,사업자용,532,761943,127200892
2025-06,서울특별시,동대문구,자가용,122,88813,13515402
2025-06,서울특별시,동대문구,사업자용,501,563258,96612408
2025-06,서울특별시,서대문구,자가용,188,521279,78874948
2025-06,서울특별시,서대문구,사업자용,533,542939,97898178
2025-06,서울특별시,영등포구,자가용,125,305170,51134476
2025-06,서울특별시,영등포구,사업자용,823,1138176,212157409
2025-06,울산광역시,남구,자가용,246,134110,25235490
2025-06,울산광역시,남구,사업자용,674,879423,167761583
2025-06,울산광역시,동구,자가용,76,42843,8326758
2025-06,울산광역시,동구,사업자용,264,218598,42873672
2025-06,울산광역시,북구,자가용,165,137733,23512087
2025-06,울산광역시,북구,사업자용,550,806417,146122342
2025-06,울산광역시,중구,자가용,201,131243,22951338
2025-06,울산광역시,중구,사업자용,394,383126,71483112
2025-06,울산광역시,울주군,자가용,488,268419,47162144
2025-06,울산광역시,울주군,사업자용,553,1158468,200593223
2025-06,인천광역시,동구,자가용,24,76135,11550980
2025-06,인천광역시,동구,사업자용,132,158710,31032569
2025-06,인천광역시,서구,자가용,355,1412711,216690316
2025-06,인천광역시,서구,사업자용,1623,2795616,442379428
2025-06,인천광역시,중구,자가용,253,867481,122603089
2025-06,인천광역시,중구,사업자용,457,1022621,170798986
2025-06,인천광역시,강화군,자가용,607,261503,42947633
2025-06,인천광역시,강화군,사업자용,152,592748,102925241
2025-06,인천광역시,계양구,자가용,86,124961,18102507
2025-06,인천광역시,계양구,사업자용,460,703869,123865085
2025-06,인천광역시,남동구,자가용,205,262899,41769598
2025-06,인천광역시,남동구,사업자용,1010,1474232,246744306
2025-06,인천광역시,부평구,자가용,125,282937,39849512
2025-06,인천광역시,부평구,사업자용,765,1198610,194006162
2025-06,인천광역시,연수구,자가용,109,911344,131763446
2025-06,인천광역시,연수구,사업자용,1179,2242730,348969476
2025-06,인천광역시,옹진군,자가용,35,6828,1482570
2025-06,인천광역시,옹진군,사업자용,33,14881,6887901
2025-06,인천광역시,미추홀구,자가용,155,134855,22297800
2025-06,인천광역시,미추홀구,사업자용,581,901279,152632866
2025-06,강원특별자치도,강릉시,자가용,747,413581,68937122
2025-06,강원특별자치도,강릉시,사업자용,579,1335922,251727660
2025-06,강원특별자치도,고성군,자가용,128,51133,8331445
2025-06,강원특별자치도,고성군,사업자용,110,145963,34570339
2025-06,강원특별자치도,동해시,자가용,182,88698,15230639
2025-06,강원특별자치도,동해시,사업자용,248,291232,59594846
2025-06,강원특별자치도,삼척시,자가용,218,101294,17684958
2025-06,강원특별자치도,삼척시,사업자용,193,241712,62178227
2025-06,강원특별자치도,속초시,자가용,139,76623,11472125
2025-06,강원특별자치도,속초시,사업자용,334,508866,93314811
2025-06,강원특별자치도,양구군,자가용,74,31511,5277451
2025-06,강원특별자치도,양구군,사업자용,65,65557,17737748
2025-06,강원특별자치도,양양군,자가용,140,53511,9036701
2025-06,강원특별자치도,양양군,사업자용,101,232609,51323873
2025-06,강원특별자치도,영월군,자가용,148,64101,10445737
2025-06,강원특별자치도,영월군,사업자용,98,113875,28306053
2025-06,강원특별자치도,원주시,자가용,593,307892,54180545
2025-06,강원특별자치도,원주시,사업자용,1130,2077775,350625095
2025-06,강원특별자치도,인제군,자가용,96,51288,9933098
2025-06,강원특별자치도,인제군,사업자용,123,272336,57366395
2025-06,강원특별자치도,정선군,자가용,87,107209,20456943
2025-06,강원특별자치도,정선군,사업자용,135,214392,50245957
2025-06,강원특별자치도,철원군,자가용,148,62946,10492896
2025-06,강원특별자치도,철원군,사업자용,101,83612,30466736
2025-06,강원특별자치도,춘천시,자가용,760,401835,68451963
2025-06,강원특별자치도,춘천시,사업자용,825,1685529,277689064
2025-06,강원특별자치도,태백시,자가용,68,49318,9272378
2025-06,강원특별자치도,태백시,사업자용,99,161526,33990408
2025-06,강원특별자치도,평창군,자가용,211,120161,21499219
2025-06,강원특별자치도,평창군,사업자용,182,310336,66831598
2025-06,강원특별자치도,홍천군,자가용,246,129198,21593674
2025-06,강원특별자치도,홍천군,사업자용,178,372209,79270289
2025-06,강원특별자치도,화천군,자가용,57,28181,5458232
2025-06,강원특별자치도,화천군,사업자용,66,80531,16220863
2025-06,강원특별자치도,횡성군,자가용,227,136373,21832527
2025-06,강원특별자치도,횡성군,사업자용,142,266500,54204923
2025-06,세종특별자치시,,자가용,435,777160,108788594
2025-06,세종특별자치시,,사업자용,1438,2779249,421319987
2025-06,전북특별자치도,고창군,자가용,235,110780,18770771
2025-06,전북특별자치도,고창군,사업자용,134,233102,56290523
2025-06,전북특별자치도,군산시,자가용,482,519952,78867993
2025-06,전북특별자치도,군산시,사업자용,844,1671811,301233284
2025-06,전북특별자치도,김제시,자가용,394,171674,32829874
2025-06,전북특별자치도,김제시,사업자용,186,179710,48573368
2025-06,전북특별자치도,남원시,자가용,324,184244,32745355
2025-06,전북특별자치도,남원시,사업자용,219,365052,83913767
2025-06,전북특별자치도,무주군,자가용,119,56371,12597963
2025-06,전북특별자치도,무주군,사업자용,91,125456,33572711
2025-06,전북특별자치도,부안군,자가용,164,60562,10620631
2025-06,전북특별자치도,부안군,사업자용,165,229592,60657805
2025-06,전북특별자치도,순창군,자가용,139,60357,11966443
2025-06,전북특별자치도,순창군,사업자용,64,104380,26978397
2025-06,전북특별자치도,완주군,자가용,421,187354,30734181
2025-06,전북특별자치도,완주군,사업자용,321,448739,90543242
2025-06,전북특별자치도,익산시,자가용,653,300480,54413818
2025-06,전북특별자치도,익산시,사업자용,657,1141746,198411832
2025-06,전북특별자치도,임실군,자가용,107,55157,10831985
2025-06,전북특별자치도,임실군,사업자용,83,188435,47506875
2025-06,전북특별자치도,장수군,자가용,113,54075,19157641
2025-06,전북특별자치도,장수군,사업자용,51,80724,25191742
2025-06,전북특별자치도,정읍시,자가용,487,205386,36728618
2025-06,전북특별자치도,정읍시,사업자용,325,376199,92674031
2025-06,전북특별자치도,진안군,자가용,115,50023,9183881
2025-06,전북특별자치도,진안군,사업자용,76,110179,34441982
2025-06,전북특별자치도,전주시 덕진구,자가용,489,515814,88316983
2025-06,전북특별자치도,전주시 덕진구,사업자용,885,1421462,240873056
2025-06,전북특별자치도,전주시 완산구,자가용,364,185586,32961749
2025-06,전북특별자치도,전주시 완산구,사업자용,908,1226462,210567773
2025-06,제주특별자치도,제주시,자가용,11716,5195999,897148893
2025-06,제주특별자치도,제주시,사업자용,1876,3904766,740023153
2025-06,제주특별자치도,서귀포시,자가용,5758,2118811,378473454
2025-06,제주특별자치도,서귀포시,사업자용,962,1564983,315616011
